item_id,movie_name_x,movie_type,movie_name_y,dbpedia_link,kg_id
1888,Hope Floats (1998),Comedy|Drama|Romance,Hope Floats (1998),http://dbpedia.org/resource/Hope_Floats,3265
1889,Insomnia (1997),Thriller,Insomnia (1997),http://dbpedia.org/resource/Insomnia_(1997_film),7409
1891,"Ugly, The (1997)",Horror|Thriller,"Ugly, The (1997)",http://dbpedia.org/resource/Ugly_Aur_Pagli,3009
1892,"Perfect Murder, A (1998)",Mystery|Thriller,"Perfect Murder, A (1998)",http://dbpedia.org/resource/The_Perfect_Murder_(film),10040
1893,Beyond Silence (1996),Drama,Beyond Silence (1996),http://dbpedia.org/resource/Beyond_Silence_(1996_film),2742
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,Six Days Seven Nights (1998),http://dbpedia.org/resource/Six_Days_Seven_Nights,13503
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,Can't Hardly Wait (1998),http://dbpedia.org/resource/Can't_Hardly_Wait,5574
1896,Cousin Bette (1998),Comedy,Cousin Bette (1998),http://dbpedia.org/resource/Cousin_Bette_(film),8736
1897,High Art (1998),Drama|Romance,High Art (1998),http://dbpedia.org/resource/High_Art,10885
1899,Passion in the Desert (1998),Adventure|Drama,Passion in the Desert (1998),http://dbpedia.org/resource/Passion_in_the_Desert,12842
1901,Dear Jesse (1997),Documentary,Dear Jesse (1997),http://dbpedia.org/resource/Dear_Jesse,2979
1902,Dream for an Insomniac (1996),Drama|Romance,Dream for an Insomniac (1996),http://dbpedia.org/resource/Dream_for_an_Insomniac,10118
1903,Hav Plenty (1997),Comedy,Hav Plenty (1997),http://dbpedia.org/resource/Hav_Plenty,1214
1904,Henry Fool (1997),Comedy|Drama,Henry Fool (1997),http://dbpedia.org/resource/Henry_Fool,1403
1906,Mr. Jealousy (1997),Comedy|Romance,Mr. Jealousy (1997),http://dbpedia.org/resource/Mr._Jealousy,14267
1908,Resurrection Man (1998),Drama|Thriller,Resurrection Man (1998),http://dbpedia.org/resource/Resurrection_Man_(film),13880
1909,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller,"X-Files: Fight the Future, The (1998)",http://dbpedia.org/resource/The_X-Files_(film),11561
1910,I Went Down (1997),Action|Comedy|Crime,I Went Down (1997),http://dbpedia.org/resource/I_Went_Down,10387
1911,Doctor Dolittle (1998),Comedy,Doctor Dolittle (1998),http://dbpedia.org/resource/Dr._Dolittle_(film),10268
1912,Out of Sight (1998),Action|Crime|Romance,Out of Sight (1998),http://dbpedia.org/resource/Out_of_Sight_(1966_film),4332
1913,Picnic at Hanging Rock (1975),Drama|Mystery,Picnic at Hanging Rock (1975),http://dbpedia.org/resource/Picnic_at_Hanging_Rock,3110
1914,Smoke Signals (1998),Comedy|Drama,Smoke Signals (1998),http://dbpedia.org/resource/Smoke_Signals_(film),5981
1915,Voyage to the Beginning of the World (1997),Drama,Voyage to the Beginning of the World (1997),http://dbpedia.org/resource/Voyage_to_the_Beginning_of_the_World,6262
1916,Buffalo 66 (1998),Action|Comedy|Drama,Buffalo 66 (1998),http://dbpedia.org/resource/Buffalo_'66,10527
1917,Armageddon (1998),Action|Adventure|Sci-Fi|Thriller,Armageddon (1998),http://dbpedia.org/resource/Armageddon_(1998_film),8638
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Drama,Lethal Weapon 4 (1998),http://dbpedia.org/resource/Lethal_Weapon_4,2104
1919,Madeline (1998),Children's|Comedy,Madeline (1998),http://dbpedia.org/resource/Madeline_(1998_film),2130
1920,Small Soldiers (1998),Animation|Children's|Fantasy|War,Small Soldiers (1998),http://dbpedia.org/resource/Small_Soldiers,4354
1921,Pi (1998),Sci-Fi|Thriller,Pi (1998),http://dbpedia.org/resource/Pi_(film),6644
1922,Whatever (1998),Drama,Whatever (1998),http://dbpedia.org/resource/Whatever_Works,6225
1923,There's Something About Mary (1998),Comedy,There's Something About Mary (1998),http://dbpedia.org/resource/There's_Something_About_Mary,3417
1925,Wings (1927),Drama|Romance|War,Wings (1927),http://dbpedia.org/resource/Wings_(1927_film),3159
1926,"Broadway Melody, The (1929)",Musical,"Broadway Melody, The (1929)",http://dbpedia.org/resource/Broadway_Melody_of_1938,7450
1927,All Quiet on the Western Front (1930),War,All Quiet on the Western Front (1930),http://dbpedia.org/resource/All_Quiet_on_the_Western_Front_(1930_film),207
1928,Cimarron (1931),Western,Cimarron (1931),http://dbpedia.org/resource/Cimarron_(1931_film),13056
1929,Grand Hotel (1932),Drama,Grand Hotel (1932),http://dbpedia.org/resource/Grand_Hotel_(film),2946
1930,Cavalcade (1933),Drama,Cavalcade (1933),http://dbpedia.org/resource/Cavalcade_(1933_film),2515
1931,Mutiny on the Bounty (1935),Adventure,Mutiny on the Bounty (1935),http://dbpedia.org/resource/Mutiny_on_the_Bounty_(1935_film),14636
1932,"Great Ziegfeld, The (1936)",Musical,"Great Ziegfeld, The (1936)",http://dbpedia.org/resource/The_Great_Ziegfeld,9461
1934,You Can't Take It With You (1938),Comedy,You Can't Take It With You (1938),http://dbpedia.org/resource/You_Can't_Take_It_With_You_(film),6419
1935,How Green Was My Valley (1941),Drama,How Green Was My Valley (1941),http://dbpedia.org/resource/How_Green_Was_My_Valley_(film),13740
1936,Mrs. Miniver (1942),Drama|War,Mrs. Miniver (1942),http://dbpedia.org/resource/Mrs._Miniver_(film),437
1937,Going My Way (1944),Comedy,Going My Way (1944),http://dbpedia.org/resource/Going_My_Way,8451
1938,"Lost Weekend, The (1945)",Drama,"Lost Weekend, The (1945)",http://dbpedia.org/resource/The_Lost_Weekend_(film),9134
1939,"Best Years of Our Lives, The (1946)",Drama|War,"Best Years of Our Lives, The (1946)",http://dbpedia.org/resource/The_Best_Years_of_Our_Lives,401
1940,Gentleman's Agreement (1947),Drama,Gentleman's Agreement (1947),http://dbpedia.org/resource/Gentleman's_Agreement,4614
1941,Hamlet (1948),Drama,Hamlet (1948),http://dbpedia.org/resource/Hamlet_(1948_film),1656
1942,All the King's Men (1949),Drama,All the King's Men (1949),http://dbpedia.org/resource/All_the_King's_Men_(1949_film),13674
1943,"Greatest Show on Earth, The (1952)",Drama,"Greatest Show on Earth, The (1952)",http://dbpedia.org/resource/The_Greatest_Show_on_Earth,5370
1944,From Here to Eternity (1953),Drama|Romance|War,From Here to Eternity (1953),http://dbpedia.org/resource/From_Here_to_Eternity,9083
1946,Marty (1955),Drama|Romance,Marty (1955),http://dbpedia.org/resource/Marty_(film),4993
1947,West Side Story (1961),Musical|Romance,West Side Story (1961),http://dbpedia.org/resource/West_Side_Story_(film),13602
1948,Tom Jones (1963),Comedy,Tom Jones (1963),http://dbpedia.org/resource/Tom_Jones,13594
1949,"Man for All Seasons, A (1966)",Drama,"Man for All Seasons, A (1966)",http://dbpedia.org/resource/A_Man_for_All_Seasons_(1966_film),9942
1950,In the Heat of the Night (1967),Drama|Mystery,In the Heat of the Night (1967),http://dbpedia.org/resource/In_the_Heat_of_the_Night_(film),7887
1951,Oliver! (1968),Musical,Oliver! (1968),http://dbpedia.org/resource/Oliver!_(film),10368
1952,Midnight Cowboy (1969),Drama,Midnight Cowboy (1969),http://dbpedia.org/resource/Midnight_Cowboy,10932
1953,"French Connection, The (1971)",Action|Crime|Drama|Thriller,"French Connection, The (1971)",http://dbpedia.org/resource/French_Connection_II,14439
1954,Rocky (1976),Action|Drama,Rocky (1976),http://dbpedia.org/resource/Rocky,177
1955,Kramer Vs. Kramer (1979),Drama,Kramer Vs. Kramer (1979),http://dbpedia.org/resource/Kramer_vs._Kramer,9097
1956,Ordinary People (1980),Drama,Ordinary People (1980),http://dbpedia.org/resource/Ordinary_People_(2009_film),11178
1957,Chariots of Fire (1981),Drama,Chariots of Fire (1981),http://dbpedia.org/resource/Chariots_of_Fire,11243
1958,Terms of Endearment (1983),Comedy|Drama,Terms of Endearment (1983),http://dbpedia.org/resource/Terms_of_Endearment,4570
1959,Out of Africa (1985),Drama|Romance,Out of Africa (1985),http://dbpedia.org/resource/Out_of_Africa_(film),12935
1960,"Last Emperor, The (1987)",Drama|War,"Last Emperor, The (1987)",http://dbpedia.org/resource/The_Last_Emperor,9655
1961,Rain Man (1988),Drama,Rain Man (1988),http://dbpedia.org/resource/Rain_Man,12868
1963,Take the Money and Run (1969),Comedy,Take the Money and Run (1969),http://dbpedia.org/resource/Take_the_Money_and_Run,12608
1964,Klute (1971),Drama|Mystery,Klute (1971),http://dbpedia.org/resource/Klute,11246
1965,Repo Man (1984),Comedy|Sci-Fi,Repo Man (1984),http://dbpedia.org/resource/Repo_Man_(film),2517
1966,Metropolitan (1990),Comedy,Metropolitan (1990),http://dbpedia.org/resource/Metropolitan,14367
1967,Labyrinth (1986),Adventure|Children's|Fantasy,Labyrinth (1986),http://dbpedia.org/resource/Labyrinth_(film),435
1968,"Breakfast Club, The (1985)",Comedy|Drama,"Breakfast Club, The (1985)",http://dbpedia.org/resource/The_Breakfast_Club,10139
1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",Horror,"Nightmare on Elm Street Part 2: Freddy's Revenge, A (1985)",http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_2:_Freddy's_Revenge,410
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_3:_Dream_Warriors,13098
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror,"Nightmare on Elm Street 4: The Dream Master, A (1988)",http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_4:_The_Dream_Master,13267
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,"Nightmare on Elm Street 5: The Dream Child, A (1989)",http://dbpedia.org/resource/A_Nightmare_on_Elm_Street_5:_The_Dream_Child,3663
1973,Freddy's Dead: The Final Nightmare (1991),Horror,Freddy's Dead: The Final Nightmare (1991),http://dbpedia.org/resource/Freddy's_Dead:_The_Final_Nightmare,677
1974,Friday the 13th (1980),Horror,Friday the 13th (1980),http://dbpedia.org/resource/Friday_the_13th_(1980_film),14605
1975,Friday the 13th Part 2 (1981),Horror,Friday the 13th Part 2 (1981),http://dbpedia.org/resource/Friday_the_13th_Part_2,10614
1976,Friday the 13th Part 3: 3D (1982),Horror,Friday the 13th Part 3: 3D (1982),http://dbpedia.org/resource/Friday_the_13th_Part_III,10090
1977,Friday the 13th: The Final Chapter (1984),Horror,Friday the 13th: The Final Chapter (1984),http://dbpedia.org/resource/Friday_the_13th:_The_Final_Chapter,7410
1978,Friday the 13th Part V: A New Beginning (1985),Horror,Friday the 13th Part V: A New Beginning (1985),http://dbpedia.org/resource/Friday_the_13th:_A_New_Beginning,6700
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,Friday the 13th Part VI: Jason Lives (1986),http://dbpedia.org/resource/Friday_the_13th_Part_VI:_Jason_Lives,14695
1980,Friday the 13th Part VII: The New Blood (1988),Horror,Friday the 13th Part VII: The New Blood (1988),http://dbpedia.org/resource/Friday_the_13th_Part_VII:_The_New_Blood,4292
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,Friday the 13th Part VIII: Jason Takes Manhattan (1989),http://dbpedia.org/resource/Friday_the_13th_Part_VIII:_Jason_Takes_Manhattan,10975
1982,Halloween (1978),Horror,Halloween (1978),http://dbpedia.org/resource/Halloween_(1978_film),10293
1983,Halloween II (1981),Horror,Halloween II (1981),http://dbpedia.org/resource/Halloween_II_(2009_film),10524
1984,Halloween III: Season of the Witch (1983),Horror,Halloween III: Season of the Witch (1983),http://dbpedia.org/resource/Halloween_III:_Season_of_the_Witch,6115
1985,Halloween 4: The Return of Michael Myers (1988),Horror,Halloween 4: The Return of Michael Myers (1988),http://dbpedia.org/resource/Halloween_4:_The_Return_of_Michael_Myers,3950
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,Halloween 5: The Revenge of Michael Myers (1989),http://dbpedia.org/resource/Halloween_5:_The_Revenge_of_Michael_Myers,11863
1987,Prom Night (1980),Horror,Prom Night (1980),http://dbpedia.org/resource/Prom_Night_(1980_film),9407
1988,Hello Mary Lou: Prom Night II (1987),Horror,Hello Mary Lou: Prom Night II (1987),http://dbpedia.org/resource/Hello_Mary_Lou:_Prom_Night_II,5934
1989,Prom Night III: The Last Kiss (1989),Horror,Prom Night III: The Last Kiss (1989),http://dbpedia.org/resource/Prom_Night_III:_The_Last_Kiss,6984
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,Prom Night IV: Deliver Us From Evil (1992),http://dbpedia.org/resource/Prom_Night_IV:_Deliver_Us_from_Evil,3407
1991,Child's Play (1988),Horror,Child's Play (1988),http://dbpedia.org/resource/Child's_Play_(1988_film),1824
1992,Child's Play 2 (1990),Horror,Child's Play 2 (1990),http://dbpedia.org/resource/Child's_Play_2,9641
1993,Child's Play 3 (1992),Horror,Child's Play 3 (1992),http://dbpedia.org/resource/Child's_Play_3,14530
1994,Poltergeist (1982),Horror|Thriller,Poltergeist (1982),http://dbpedia.org/resource/Poltergeist_(film_series),7407
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,Poltergeist II: The Other Side (1986),http://dbpedia.org/resource/Poltergeist_II:_The_Other_Side,5608
1996,Poltergeist III (1988),Horror|Thriller,Poltergeist III (1988),http://dbpedia.org/resource/Poltergeist_III,9800
1997,"Exorcist, The (1973)",Horror,"Exorcist, The (1973)",http://dbpedia.org/resource/Exorcist:_The_Beginning,2876
1998,Exorcist II: The Heretic (1977),Horror,Exorcist II: The Heretic (1977),http://dbpedia.org/resource/Exorcist_II:_The_Heretic,13472
1999,"Exorcist III, The (1990)",Horror,"Exorcist III, The (1990)",http://dbpedia.org/resource/The_Exorcist_III,13891
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,Lethal Weapon (1987),http://dbpedia.org/resource/Lethal_Weapon,837
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,Lethal Weapon 2 (1989),http://dbpedia.org/resource/Lethal_Weapon_2,9219
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,Lethal Weapon 3 (1992),http://dbpedia.org/resource/Lethal_Weapon_3,6706
2003,Gremlins (1984),Comedy|Horror,Gremlins (1984),http://dbpedia.org/resource/Gremlins,13841
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,Gremlins 2: The New Batch (1990),http://dbpedia.org/resource/Gremlins_2:_The_New_Batch,6483
2005,"Goonies, The (1985)",Adventure|Children's|Fantasy,"Goonies, The (1985)",http://dbpedia.org/resource/The_Goonies,7065
2006,"Mask of Zorro, The (1998)",Action|Adventure|Romance,"Mask of Zorro, The (1998)",http://dbpedia.org/resource/The_Mask_of_Zorro,11575
2007,Polish Wedding (1998),Comedy,Polish Wedding (1998),http://dbpedia.org/resource/Polish_Wedding,271
2009,Soylent Green (1973),Sci-Fi|Thriller,Soylent Green (1973),http://dbpedia.org/resource/Soylent_Green,8897
2010,Metropolis (1926),Sci-Fi,Metropolis (1926),http://dbpedia.org/resource/Metropolis_(1927_film),9492
2011,Back to the Future Part II (1989),Comedy|Sci-Fi,Back to the Future Part II (1989),http://dbpedia.org/resource/Back_to_the_Future_Part_II,5011
2012,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,Back to the Future Part III (1990),http://dbpedia.org/resource/Back_to_the_Future_Part_III,7118
2013,"Poseidon Adventure, The (1972)",Action|Adventure,"Poseidon Adventure, The (1972)",http://dbpedia.org/resource/The_Poseidon_Adventure_(1972_film),7718
2014,Freaky Friday (1977),Children's|Comedy,Freaky Friday (1977),http://dbpedia.org/resource/Freaky_Friday_(1976_film),13783
2015,"Absent Minded Professor, The (1961)",Children's|Comedy|Fantasy,"Absent Minded Professor, The (1961)",http://dbpedia.org/resource/The_Absent-Minded_Professor,788
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children's|Comedy|Western,"Apple Dumpling Gang Rides Again, The (1979)",http://dbpedia.org/resource/The_Apple_Dumpling_Gang_Rides_Again,14134
2017,Babes in Toyland (1961),Children's|Fantasy|Musical,Babes in Toyland (1961),http://dbpedia.org/resource/Babes_in_Toyland_(1961_film),11562
2018,Bambi (1942),Animation|Children's,Bambi (1942),http://dbpedia.org/resource/Bambi,3691
2020,Dangerous Liaisons (1988),Drama|Romance,Dangerous Liaisons (1988),http://dbpedia.org/resource/Dangerous_Liaisons,12216
2021,Dune (1984),Fantasy|Sci-Fi,Dune (1984),http://dbpedia.org/resource/Dune_(film),12036
2022,"Last Temptation of Christ, The (1988)",Drama,"Last Temptation of Christ, The (1988)",http://dbpedia.org/resource/The_Last_Temptation_of_Christ_(film),8127
2023,"Godfather: Part III, The (1990)",Action|Crime|Drama,"Godfather: Part III, The (1990)",http://dbpedia.org/resource/The_Godfather_Part_III,3571
2024,"Rapture, The (1991)",Drama|Mystery,"Rapture, The (1991)",http://dbpedia.org/resource/Rapture_(1965_film),10756
2025,Lolita (1997),Drama|Romance,Lolita (1997),http://dbpedia.org/resource/Lolita_(1997_film),12814
2026,Disturbing Behavior (1998),Horror|Thriller,Disturbing Behavior (1998),http://dbpedia.org/resource/Disturbing_Behavior,11347
2027,Mafia! (1998),Comedy|Crime,Mafia! (1998),http://dbpedia.org/resource/Mafia_(1993_film),3482
2028,Saving Private Ryan (1998),Action|Drama|War,Saving Private Ryan (1998),http://dbpedia.org/resource/Saving_Private_Ryan,11086
2029,Billy's Hollywood Screen Kiss (1997),Comedy|Romance,Billy's Hollywood Screen Kiss (1997),http://dbpedia.org/resource/Billy's_Hollywood_Screen_Kiss,5161
2031,"$1,000,000 Duck (1971)",Children's|Comedy,"$1,000,000 Duck (1971)",http://dbpedia.org/resource/The_Million_Dollar_Duck,10416
2032,"Barefoot Executive, The (1971)",Children's|Comedy,"Barefoot Executive, The (1971)",http://dbpedia.org/resource/The_Barefoot_Executive,1344
2033,"Black Cauldron, The (1985)",Animation|Children's,"Black Cauldron, The (1985)",http://dbpedia.org/resource/The_Black_Cauldron_(film),2663
2034,"Black Hole, The (1979)",Sci-Fi,"Black Hole, The (1979)",http://dbpedia.org/resource/The_Black_Hole_(2006_film),6813
2035,Blackbeard's Ghost (1968),Children's|Comedy,Blackbeard's Ghost (1968),http://dbpedia.org/resource/Blackbeard's_Ghost,4335
2036,Blank Check (1994),Children's|Comedy,Blank Check (1994),http://dbpedia.org/resource/Blank_Check_(film),4649
2037,Candleshoe (1977),Adventure|Children's|Comedy,Candleshoe (1977),http://dbpedia.org/resource/Candleshoe,14586
2038,"Cat from Outer Space, The (1978)",Children's|Comedy|Sci-Fi,"Cat from Outer Space, The (1978)",http://dbpedia.org/resource/The_Cat_from_Outer_Space,2255
2039,Cheetah (1989),Adventure|Children's,Cheetah (1989),http://dbpedia.org/resource/Cheetah_(1989_film),11591
2040,"Computer Wore Tennis Shoes, The (1970)",Children's|Comedy,"Computer Wore Tennis Shoes, The (1970)",http://dbpedia.org/resource/The_Computer_Wore_Tennis_Shoes,8692
2041,Condorman (1981),Action|Adventure|Children's|Comedy,Condorman (1981),http://dbpedia.org/resource/Condorman,1896
2042,D2: The Mighty Ducks (1994),Children's|Comedy,D2: The Mighty Ducks (1994),http://dbpedia.org/resource/D2:_The_Mighty_Ducks,12264
2043,Darby O'Gill and the Little People (1959),Adventure|Children's|Fantasy,Darby O'Gill and the Little People (1959),http://dbpedia.org/resource/Darby_O'Gill_and_the_Little_People,1820
2044,"Devil and Max Devlin, The (1981)",Comedy,"Devil and Max Devlin, The (1981)",http://dbpedia.org/resource/The_Devil_and_Max_Devlin,10806
2045,"Far Off Place, A (1993)",Adventure|Children's|Drama|Romance,"Far Off Place, A (1993)",http://dbpedia.org/resource/A_Far_Off_Place,6880
2046,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,Flight of the Navigator (1986),http://dbpedia.org/resource/Flight_of_the_Navigator,3130
2047,"Gnome-Mobile, The (1967)",Children's,"Gnome-Mobile, The (1967)",http://dbpedia.org/resource/The_Gnome-Mobile,7982
2048,"Great Mouse Detective, The (1986)",Animation|Children's,"Great Mouse Detective, The (1986)",http://dbpedia.org/resource/The_Great_Mouse_Detective,10933
2049,"Happiest Millionaire, The (1967)",Comedy|Musical,"Happiest Millionaire, The (1967)",http://dbpedia.org/resource/The_Happiest_Millionaire,12956
2050,Herbie Goes Bananas (1980),Adventure|Children's|Comedy,Herbie Goes Bananas (1980),http://dbpedia.org/resource/Herbie_Goes_Bananas,1429
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children's|Comedy,Herbie Goes to Monte Carlo (1977),http://dbpedia.org/resource/Herbie_Goes_to_Monte_Carlo,3071
2052,Hocus Pocus (1993),Children's|Comedy,Hocus Pocus (1993),http://dbpedia.org/resource/Hocus_Pocus_(1993_film),5780
2053,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,"Honey, I Blew Up the Kid (1992)","http://dbpedia.org/resource/Honey,_I_Blew_Up_the_Kid",11229
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children's|Comedy|Fantasy|Sci-Fi,"Honey, I Shrunk the Kids (1989)","http://dbpedia.org/resource/Honey,_I_Shrunk_the_Kids",12985
2055,Hot Lead and Cold Feet (1978),Comedy|Western,Hot Lead and Cold Feet (1978),http://dbpedia.org/resource/Hot_Lead_and_Cold_Feet,4414
2056,In Search of the Castaways (1962),Adventure|Children's,In Search of the Castaways (1962),http://dbpedia.org/resource/In_Search_of_the_Castaways_(film),12350
2057,"Incredible Journey, The (1963)",Adventure|Children's,"Incredible Journey, The (1963)",http://dbpedia.org/resource/The_Incredible_Journey_(film),5150
2058,"Negotiator, The (1998)",Action|Thriller,"Negotiator, The (1998)",http://dbpedia.org/resource/The_Negotiator,4179
2059,"Parent Trap, The (1998)",Children's|Drama,"Parent Trap, The (1998)",http://dbpedia.org/resource/The_Parent_Trap_(1998_film),10163
2060,BASEketball (1998),Comedy,BASEketball (1998),http://dbpedia.org/resource/BASEketball,12033
2061,Full Tilt Boogie (1997),Documentary,Full Tilt Boogie (1997),http://dbpedia.org/resource/Full_Tilt_Boogie,2161
2062,"Governess, The (1998)",Drama|Romance,"Governess, The (1998)",http://dbpedia.org/resource/The_Governess,1999
2064,Roger & Me (1989),Comedy|Documentary,Roger & Me (1989),http://dbpedia.org/resource/Major_League_(film),7625
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Romance,"Purple Rose of Cairo, The (1985)",http://dbpedia.org/resource/The_Purple_Rose_of_Cairo,11923
2066,Out of the Past (1947),Film-Noir,Out of the Past (1947),http://dbpedia.org/resource/Out_of_the_Past,6014
2067,Doctor Zhivago (1965),Drama|Romance|War,Doctor Zhivago (1965),http://dbpedia.org/resource/Doctor_Zhivago_(film),14590
2068,Fanny and Alexander (1982),Drama,Fanny and Alexander (1982),http://dbpedia.org/resource/Fanny_and_Alexander,879
2069,"Trip to Bountiful, The (1985)",Drama,"Trip to Bountiful, The (1985)",http://dbpedia.org/resource/The_Trip_to_Bountiful,11779
2070,Tender Mercies (1983),Drama,Tender Mercies (1983),http://dbpedia.org/resource/Tender_Mercies,3443
2071,And the Band Played On (1993),Drama,And the Band Played On (1993),http://dbpedia.org/resource/And_the_Band_Played_On_(film),2717
2072,"'burbs, The (1989)",Comedy,"'burbs, The (1989)",http://dbpedia.org/resource/The_'Burbs,449
2073,Fandango (1985),Comedy,Fandango (1985),http://dbpedia.org/resource/Fandango_(1985_film),395
2075,Mephisto (1981),Drama|War,Mephisto (1981),http://dbpedia.org/resource/Mephisto_(1981_film),1804
2076,Blue Velvet (1986),Drama|Mystery,Blue Velvet (1986),http://dbpedia.org/resource/Blue_Velvet_(film),7145
2077,"Journey of Natty Gann, The (1985)",Adventure|Children's,"Journey of Natty Gann, The (1985)",http://dbpedia.org/resource/The_Journey_of_Natty_Gann,12197
2078,"Jungle Book, The (1967)",Animation|Children's|Comedy|Musical,"Jungle Book, The (1967)",http://dbpedia.org/resource/The_Jungle_Book_(1967_film),11879
2079,Kidnapped (1960),Children's|Drama,Kidnapped (1960),http://dbpedia.org/resource/Kidnapped_(1960_film),3441
2080,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,Lady and the Tramp (1955),http://dbpedia.org/resource/Lady_and_the_Tramp,8148
2081,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,"Little Mermaid, The (1989)",http://dbpedia.org/resource/The_Little_Mermaid_(1989_film),6188
2082,"Mighty Ducks, The (1992)",Children's|Comedy,"Mighty Ducks, The (1992)",http://dbpedia.org/resource/The_Mighty_Ducks,10152
2083,"Muppet Christmas Carol, The (1992)",Children's|Musical,"Muppet Christmas Carol, The (1992)",http://dbpedia.org/resource/The_Muppet_Christmas_Carol,8511
2084,Newsies (1992),Children's|Musical,Newsies (1992),http://dbpedia.org/resource/Newsies,5145
2085,101 Dalmatians (1961),Animation|Children's,101 Dalmatians (1961),http://dbpedia.org/resource/One_Hundred_and_One_Dalmatians,4921
2086,One Magic Christmas (1985),Drama|Fantasy,One Magic Christmas (1985),http://dbpedia.org/resource/One_Magic_Christmas,4665
2087,Peter Pan (1953),Animation|Children's|Fantasy|Musical,Peter Pan (1953),http://dbpedia.org/resource/Peter_Pan_(1953_film),430
2088,Popeye (1980),Adventure|Comedy|Musical,Popeye (1980),http://dbpedia.org/resource/Popeye_(1980_film),585
2089,"Rescuers Down Under, The (1990)",Animation|Children's,"Rescuers Down Under, The (1990)",http://dbpedia.org/resource/The_Rescuers_Down_Under,12557
2090,"Rescuers, The (1977)",Animation|Children's,"Rescuers, The (1977)",http://dbpedia.org/resource/The_Rescuers,4462
2091,Return from Witch Mountain (1978),Children's|Sci-Fi,Return from Witch Mountain (1978),http://dbpedia.org/resource/Return_from_Witch_Mountain,12893
2092,"Return of Jafar, The (1993)",Animation|Children's|Musical,"Return of Jafar, The (1993)",http://dbpedia.org/resource/The_Return_of_Jafar,10701
2093,Return to Oz (1985),Adventure|Children's|Fantasy|Sci-Fi,Return to Oz (1985),http://dbpedia.org/resource/Return_to_Oz,8210
2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,"Rocketeer, The (1991)",http://dbpedia.org/resource/The_Rocketeer_(film),11546
2095,"Shaggy D.A., The (1976)",Children's|Comedy,"Shaggy D.A., The (1976)",http://dbpedia.org/resource/The_Shaggy_D.A.,3020
2096,Sleeping Beauty (1959),Animation|Children's|Musical,Sleeping Beauty (1959),http://dbpedia.org/resource/Sleeping_Beauty_(1959_film),7195
2097,Something Wicked This Way Comes (1983),Children's|Horror,Something Wicked This Way Comes (1983),http://dbpedia.org/resource/Something_Wicked_This_Way_Comes_(film),10098
2098,Son of Flubber (1963),Children's|Comedy,Son of Flubber (1963),http://dbpedia.org/resource/Son_of_Flubber,3028
2099,Song of the South (1946),Adventure|Animation|Children's|Musical,Song of the South (1946),http://dbpedia.org/resource/Song_of_the_South,4545
2100,Splash (1984),Comedy|Fantasy|Romance,Splash (1984),http://dbpedia.org/resource/Splash_(film),2524
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,Squanto: A Warrior's Tale (1994),http://dbpedia.org/resource/Squanto:_A_Warrior's_Tale,3718
2103,Tall Tale (1994),Adventure|Children's,Tall Tale (1994),http://dbpedia.org/resource/Tall_Tale_(film),40
2104,Tex (1982),Drama,Tex (1982),http://dbpedia.org/resource/Tex_(film),6514
2105,Tron (1982),Action|Adventure|Fantasy|Sci-Fi,Tron (1982),http://dbpedia.org/resource/Tron:_Legacy,13100
2106,Swing Kids (1993),Drama|War,Swing Kids (1993),http://dbpedia.org/resource/Swing_Kids_(film),1549
2107,Halloween: H20 (1998),Horror|Thriller,Halloween: H20 (1998),http://dbpedia.org/resource/Halloween_H20:_20_Years_Later,919
