movieID,text_summery,title,img_url,img_name
1981,A boatful of graduating high school students headed to Manhattan accidentally pull Jason Voorhees along for the ride.,Friday the 13th Part VIII: Jason Takes Manhattan (1989),"https://m.media-amazon.com/images/M/MV5BMDUyMGIxZDctNDVlMy00ZmVlLWIzZGUtMzQ2NWVhNTgwMjIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1981.jpg
1982,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",Halloween (1978),"https://m.media-amazon.com/images/M/MV5BNzk1OGU2NmMtNTdhZC00NjdlLWE5YTMtZTQ0MGExZTQzOGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1982.jpg
1983,"While Sheriff Brackett and Dr. Loomis hunt for Michael Myers, a traumatized Laurie is rushed to hospital, and the serial killer is not far behind her.",Halloween II (1981),"https://m.media-amazon.com/images/M/MV5BMjZmYjg0ODctOTIyYy00YzhkLTgyMzEtNjUyY2JiZjVmYzI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1983.jpg
1985,"Ten years after his original massacre, the invalid Michael Myers awakens on Halloween Eve and returns to Haddonfield to kill his seven-year-old niece. Can Dr. Loomis stop him?",Halloween 4: The Return of Michael Myers (1988),"https://m.media-amazon.com/images/M/MV5BYWNiNjBhZjAtMzVkNi00MTJiLWI0NGQtODE2NmIyNmU2OTQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1985.jpg
1986,"One year after the events of Halloween 4: The Return of Michael Myers (1988), the Shape returns to Haddonfield once again in an attempt to kill his now-mute niece.",Halloween 5: The Revenge of Michael Myers (1989),"https://m.media-amazon.com/images/M/MV5BZWE2YTU2ZjMtZjRjOS00NjQ3LWIyYzItMTk2N2YxMjY1ZGRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1986.jpg
1987,"At a high school senior prom, a masked killer stalks four teenagers who were responsible for the accidental death of a classmate six years previously.",Prom Night (1980),"https://m.media-amazon.com/images/M/MV5BYmY5NDhjOWQtMTYxOS00NWEyLTlkZmItYjlkNjMyMGRiNmJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1987.jpg
1988,"Thirty years after her accidental death at her 1957 senior prom, the tortured spirit of prom queen Mary Lou Maloney returns to seek revenge.",Hello Mary Lou: Prom Night II (1987),"https://m.media-amazon.com/images/M/MV5BZGFmZjQ0ZTYtNjNkOC00OTAxLTlmMWMtNThmMWRkMTcyODY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1988.jpg
1989,"The malevolent spirit of Mary Lou Maloney returns to Hamilton High, where she manipulates a naive male student into helping her wreak havoc on the school.",Prom Night III: The Last Kiss (1989),"https://m.media-amazon.com/images/M/MV5BOGE5MTRiNGUtOTQwYi00MTViLWJkOGQtYmU0NmRiZDEzZWJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1989.jpg
1990,"Four students ditch their high school prom for a party at a summer home, unaware that a psychotic priest is on the loose, determined to punish sinners.",Prom Night IV: Deliver Us From Evil (1992),"https://m.media-amazon.com/images/M/MV5BYTA5NjFjMzYtZTUzZC00OWY5LTg0ZjctYjA2MTNhYWQzNmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1990.jpg
1991,"A single mother gives her son a much sought-after doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",Child's Play (1988),"https://m.media-amazon.com/images/M/MV5BZGU1MjNiYWYtNGQ5MS00MTgzLTlkYjItZDhhNTdlMTkxZGVlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1991.jpg
1992,"While Andy's mother is admitted to a psychiatric hospital, the young boy is placed in foster care, and Chucky, determined to claim Andy's soul, is not far behind.",Child's Play 2 (1990),"https://m.media-amazon.com/images/M/MV5BM2Y0NGNiNGItYzYzOS00NDk0LTkzNWUtMGZjMjc1NWM4MzE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1992.jpg
1994,A family's home is haunted by a host of demonic ghosts.,Poltergeist (1982),"https://m.media-amazon.com/images/M/MV5BNzliZmRlYTctYmNkYS00NzE5LWI1OWQtMTRiODY5MDMwMTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1994.jpg
1995,"The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over.",Poltergeist II: The Other Side (1986),"https://m.media-amazon.com/images/M/MV5BNDYwODU0MTgxNl5BMl5BanBnXkFtZTcwMzkzODM1NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1995.jpg
1996,"Carol Anne is staying with her aunt in a high-rise building, where the supernatural forces haunting her make their return.",Poltergeist III (1988),"https://m.media-amazon.com/images/M/MV5BNjZjMWMwZTEtZjFjNy00M2Y1LWJmMWYtNjFjZjJiNGNiYzc1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1996.jpg
1997,"When a 12 year-old girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her.","Exorcist, The (1973)","https://m.media-amazon.com/images/M/MV5BYjhmMGMxZDYtMTkyNy00YWVmLTgyYmUtYTU3ZjcwNTBjN2I1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",1997.jpg
1998,"A teenage girl once possessed by a demon finds that it still lurks within her. Meanwhile, a priest investigates the death of the girl's exorcist.",Exorcist II: The Heretic (1977),"https://m.media-amazon.com/images/M/MV5BZTQ2NmY5NmUtNWJiNS00ZjZmLTllMjQtNzU3YWZlM2E2MmJjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1998.jpg
1999,"A police Lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward.","Exorcist III, The (1990)","https://m.media-amazon.com/images/M/MV5BZDEwMmYxM2MtZGQyMy00NTRjLWJjMTMtYWM1NWU1ZWNhZTY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1999.jpg
2000,Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.,Lethal Weapon (1987),"https://m.media-amazon.com/images/M/MV5BZTllNWNlZjctMWQwMS00ZDc3LTg5ZjMtNzhmNzhjMmVhYTFlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UY268_CR0,0,182,268_AL_.jpg",2000.jpg
2001,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.,Lethal Weapon 2 (1989),"https://m.media-amazon.com/images/M/MV5BYTg0YmE1M2ItNGM2OC00MmZjLTgwMTMtZjlmOGE4N2EyNTVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2001.jpg
2002,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,Lethal Weapon 3 (1992),"https://m.media-amazon.com/images/M/MV5BOTFlNjI0NDQtMzlkNC00ZDU0LWE0ODktYmI2OTc2YjZlZmVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2002.jpg
2003,A boy inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.,Gremlins (1984),"https://m.media-amazon.com/images/M/MV5BZDVjN2FkYTQtNTBlOC00MjM5LTgzMWEtZWRlNGUyYmNiOTFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2003.jpg
2004,"The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.",Gremlins 2: The New Batch (1990),"https://m.media-amazon.com/images/M/MV5BZGE3MTA3OWQtYzVjYi00MjkwLThlZTQtNWUzOGVlYjEwMzBhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",2004.jpg
2005,A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,"Goonies, The (1985)","https://m.media-amazon.com/images/M/MV5BODRlMjRkZGEtZWM2Zi00ZjYxLWE0MWUtMmM1YWM2NzZlOTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2005.jpg
2006,"A young thief, seeking revenge for the death of his brother, is trained by the once great, but aged Zorro, who also pursues vengeance of his own.","Mask of Zorro, The (1998)","https://m.media-amazon.com/images/M/MV5BMzg4ZjQ4OGUtZjkxMi00Y2I2LWEzNTAtODI2ZjkxMGVjNTQwXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2006.jpg
2007,"The film centers on a big Polish family. Jadzia is the mother and the ruler of the Pzoniak family (she has five children). Though shes happily married to Bolek, she is also having a ...See full summary »",Polish Wedding (1998),"https://m.media-amazon.com/images/M/MV5BYmFkNmI1ODUtMGU1Mi00NzNkLWE3MzQtYmIwYmNkODdhMTI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2007.jpg
2009,"In the world ravaged by the greenhouse effect and overpopulation, an NYPD detective investigates the murder of a big company CEO.",Soylent Green (1973),"https://m.media-amazon.com/images/M/MV5BNGY4ZjVlNDQtNGY0Yi00ZGU2LTlmOTktZjI1MjFkNThhZDA0XkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX182_CR0,0,182,268_AL_.jpg",2009.jpg
2011,"After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",Back to the Future Part II (1989),"https://m.media-amazon.com/images/M/MV5BZTMxMGM5MjItNDJhNy00MWI2LWJlZWMtOWFhMjI5ZTQwMWM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2011.jpg
2012,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.",Back to the Future Part III (1990),"https://m.media-amazon.com/images/M/MV5BYjhlMGYxNmMtOWFmMi00Y2M2LWE5NWYtZTdlMDRlMGEzMDA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2012.jpg
2013,Nine people explore a cruise ship at sea in a manner that turns their whole lives upside down.,"Poseidon Adventure, The (1972)","https://m.media-amazon.com/images/M/MV5BYmM0ZDRkZGEtNTFmNS00MDg1LThkNWItZmU1NmM1OGM0NTU4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2013.jpg
2014,A mother and daughter find their personalities switched and have to live each other's lives on one strange Friday.,Freaky Friday (1977),"https://m.media-amazon.com/images/M/MV5BMzlmMjVjZTMtNWZmNC00ZDU3LWFkZmEtOTRkMWJhYTc3OTUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2014.jpg
2016,"The adventures of two idiotic outlaw wannabees, Amos and Theodore.","Apple Dumpling Gang Rides Again, The (1979)","https://m.media-amazon.com/images/M/MV5BZjI2OTJlYjQtOTAwMi00NTM1LWI0MTktYTMzZjlhNGRlMjIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2016.jpg
2017,"Tom the Pipers Son is about to marry Mary Quite Contrary. On the eve of their wedding, evil miser Barnaby hires two henchmen to drown Tom and steal Marys sheep, cared for by Little Bo ...See full summary »",Babes in Toyland (1961),"https://m.media-amazon.com/images/M/MV5BZjdlNmEzOTQtNjhlMS00MDZiLTk2YjUtMWEzMzI3ODc4MDVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI3OTIzOA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2017.jpg
2018,The story of a young deer growing up in the forest.,Bambi (1942),"https://m.media-amazon.com/images/M/MV5BY2JhMTJmYjYtNTVkYi00OWE3LWJlMjEtOWI4MTFkMjJhMmQ3XkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2018.jpg
2020,A scheming widow and her manipulative ex-lover make a bet regarding the corruption of a recently married woman.,Dangerous Liaisons (1988),"https://m.media-amazon.com/images/M/MV5BMDZmODc0MWQtYWVjOS00OGFiLWExNjItOTMyN2Q5ZTFmYzUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",2020.jpg
2021,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis when they assassinate his father and free their desert world from the emperor's rule.,Dune (1984),"https://m.media-amazon.com/images/M/MV5BYTAzYzNlMDMtMGRjYS00M2UxLTk0MmEtYmE4YWZiYmEwOTIwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2021.jpg
2022,"The life of Jesus Christ, his journey through life as he faces the struggles all humans do, and his final temptation on the cross.","Last Temptation of Christ, The (1988)","https://m.media-amazon.com/images/M/MV5BMTFkNmY0OTktYmUyNS00MjI3LWE3ZGItNWU1NzkyMDY3NTlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",2022.jpg
2023,"In the midst of trying to legitimize his business dealings in New York City and Italy in 1979, aging Mafia Don Michael Corleone seeks to avow for his sins, while taking his nephew Vincent Mancini under his wing.","Godfather: Part III, The (1990)","https://m.media-amazon.com/images/M/MV5BNTc1YjhiNzktMjEyNS00YmNhLWExYjItZDhkNWJjZjYxOWZiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",2023.jpg
2024,"A telephone operator living an empty, amoral life finds God and loses him again.","Rapture, The (1991)","https://m.media-amazon.com/images/M/MV5BZTVhMTk4ZGMtYzcxMS00NTdjLWFlYjYtOTRlNmNjNDA4MGQ1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2024.jpg
2025,A man marries his landlady so he can take advantage of her daughter.,Lolita (1997),"https://m.media-amazon.com/images/M/MV5BOGNkZDU0YjktN2Q5Zi00MmY0LWI3Y2YtNmQzOGQxY2UzNGM3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2025.jpg
2026,"The new kid in Cradle Bay, Washington stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens.",Disturbing Behavior (1998),"https://m.media-amazon.com/images/M/MV5BNjcxNGQ2MTktZGI0OC00YTA3LWFlMWUtYzA5NDM5Y2E5NzU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2026.jpg
2028,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",Saving Private Ryan (1998),"https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY268_CR0,0,182,268_AL_.jpg",2028.jpg
2029,Billy is a gay fine-arts photographer who falls in love with straight coffee-shop waiter Gabriel.,Billy's Hollywood Screen Kiss (1997),"https://m.media-amazon.com/images/M/MV5BN2NiOGVjODEtZDE1MC00Y2U3LTg2MDUtODcyMzRmNmYwOTdmXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2029.jpg
2030,"In China, homosexuality isnt illegal, but homosexuals are routinely persecuted by police and arrested for ""hooliganism"". The film focuses on a young gay writer A-Lan who, being attracted ...See full summary »",East Palace West Palace (Dong gong xi gong) (1997),"https://m.media-amazon.com/images/M/MV5BMzg2N2U5ZDgtNzYxMi00YmRhLWE0OTctZjQ5MmUxMmMxMDFmXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_UY268_CR3,0,182,268_AL_.jpg",2030.jpg
2032,A young man who works in the mailroom at a TV network wants to move up the corporate ladder but finds himself stymied by his selfish boss. By chance he discovers that his neighbors ...See full summary »,"Barefoot Executive, The (1971)","https://m.media-amazon.com/images/M/MV5BODUxYzY0YTEtYmFhNy00YTQzLTgzZWUtYmQ4NWE5MzcwYmQzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2032.jpg
2033,A young boy and a bunch of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,"Black Cauldron, The (1985)","https://m.media-amazon.com/images/M/MV5BYjU4MDNmMTYtYzUyNS00ZmRmLWFiYTMtNzdiYjE0NTdlZDI0XkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2033.jpg
2034,"A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole.","Black Hole, The (1979)","https://m.media-amazon.com/images/M/MV5BOGEzN2M5YTItZDRkZS00OWMxLTk3MTktZjZkNzExYWRjYjA5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",2034.jpg
2035,"On the Carolina coast, Godolphin College's new track coach lodges at Blackbeard's Inn, run by the Daughters of the Buccaneers, who claim to be descendants of the notorious pirate, and who risk losing their hotel to the local mobster.",Blackbeard's Ghost (1968),"https://m.media-amazon.com/images/M/MV5BNDRiN2M3ZDktYzhjMi00ZmVjLWJjOWQtZDVhMDNjZmZlYWRhXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_UX182_CR0,0,182,268_AL_.jpg",2035.jpg
2036,"A young boy inadvertently gains possession of a check for $1 million and proceeds to spend it, unaware that the gangsters to whom it belongs are in pursuit.",Blank Check (1994),"https://m.media-amazon.com/images/M/MV5BNWM4M2QwOWUtNGMwMS00Nzg2LTg0YjktYTU4M2ZhYTMwYTU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2036.jpg
2037,"Welcome to Candleshoe, a stately English manor where a swashbuckling pirate hid a fortune in Spanish doubloons centuries ago. And that's what young orphan Casey and a sly con man are determined to find.",Candleshoe (1977),"https://m.media-amazon.com/images/M/MV5BMDVkZjMxNjItNzM4My00ODdjLTk5YTgtNzNlMWJmZGZjNzRhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2037.jpg
2038,"Three scientists help an Alien feline, stranded on Earth, to repair its damaged spacecraft in order to return home but their efforts are hampered by inept army officials and foreign spies.","Cat from Outer Space, The (1978)","https://m.media-amazon.com/images/M/MV5BMjk1Njk3ZjYtMmE4Yi00NzMwLTllNWEtN2ZjNTJjN2NhNjRhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",2038.jpg
2039,"Ted and Susan, an American boy and girl spending six months in Kenya with their scientist parents, adopt a cheetah, only to realize that they must set her loose so that she can learn to ...See full summary »",Cheetah (1989),"https://m.media-amazon.com/images/M/MV5BYmNkN2VlZDItN2FjMi00NDAxLTkxNzEtYmIzZTc3Njc1ZWVmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2039.jpg
2041,Cartoonist Woody becomes the superhero he draws. Using his gadgets he helps a Soviet spy defect to the West.,Condorman (1981),"https://m.media-amazon.com/images/M/MV5BNTY5ZDg5ZGEtM2FmZS00MjMyLWJhMDAtNjBmMmZlOWU2ZWU0XkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_UX182_CR0,0,182,268_AL_.jpg",2041.jpg
2042,Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?,D2: The Mighty Ducks (1994),"https://m.media-amazon.com/images/M/MV5BMjA1YjVjZWQtZTNkYS00NTA2LThhODUtZTI1MzIwMWRjNWMzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",2042.jpg
2043,A wily old codger matches wits with the King of the Leprechauns and helps play matchmaker for his daughter and the strapping lad who has replaced him as caretaker.,Darby O'Gill and the Little People (1959),"https://m.media-amazon.com/images/M/MV5BN2VmYjI5YWYtODlkOS00ZjE4LWIzYTItMmQ1ZGJiMzk3MjcxXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",2043.jpg
2044,"Max, a dead corrupt businessman, makes a Faustian pact with Satan's henchman to drive three people to Hell in exchange for longer life. Soon Max realizes that there still may be good in him.","Devil and Max Devlin, The (1981)","https://m.media-amazon.com/images/M/MV5BZWQzZmRlOGQtZTk1ZS00N2QxLTg3ZmUtNmJiNTk0OWQ2YTExXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2044.jpg
2045,"When a gang of African poachers raid her family's farm, young Nonni, visiting American teenager Harry Winslow and a local bushman guide must escape into the Kalahari desert and reach the nearest town.","Far Off Place, A (1993)","https://m.media-amazon.com/images/M/MV5BYmQ1ZjE1YTMtMDE0NC00OTk4LWFlZDEtNWNiODE2NDg2YjdjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY268_CR0,0,182,268_AL_.jpg",2045.jpg
2046,"In 1978, a boy travels 8 years into the future and has an adventure with an intelligent, wisecracking alien ship.",Flight of the Navigator (1986),"https://m.media-amazon.com/images/M/MV5BMjUwNmY4ZmYtMzM2OS00N2UxLWFkMWEtZmI0ODRlNWRmM2MwXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",2046.jpg
2047,"An eccentric millionaire and his grandchildren are embroiled in the plights of some forest gnomes who are searching for the rest of their tribe. While helping them, the millionaire is ...See full summary »","Gnome-Mobile, The (1967)","https://m.media-amazon.com/images/M/MV5BODIyZWY3MjItZmZjOS00NTMwLWIzMzQtODdmYzQyOTYxZDhiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2047.jpg
2048,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.","Great Mouse Detective, The (1986)","https://m.media-amazon.com/images/M/MV5BMDUzMTliZDYtMmRjZS00Zjk3LWIwZjEtZjc4N2NjYjdmY2FjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX182_CR0,0,182,268_AL_.jpg",2048.jpg
2049,"A happy and unbelievably lucky young Irish immigrant, John Lawless, lands a job as the butler of an unconventional millionaire, Biddle. His daughter, Cordelia Drexel Biddle, tires of the ...See full summary »","Happiest Millionaire, The (1967)","https://m.media-amazon.com/images/M/MV5BOTJhMjM2NTgtNDM5Ni00YTBhLWJhZjMtOWNkOWMxMGY1ZGNlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg",2049.jpg
2050,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,Herbie Goes Bananas (1980),"https://m.media-amazon.com/images/M/MV5BOTYwZThhZGQtNGM2Ny00YTAwLTgxYTEtYmVhZGU0ODU4MzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2050.jpg
2051,"Herbie, the Volkswagen Beetle with a mind of its own, is racing in the Monte Carlo Rally. Unbeknownst to Herbie's driver, thieves have hidden a cache of stolen diamonds in Herbie's gas tank, and are now trying to get them back.",Herbie Goes to Monte Carlo (1977),"https://m.media-amazon.com/images/M/MV5BOTllNTk2YWItYmQ5Yy00MGUzLTgxMzAtMjNmOTU1ODgxOGI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2051.jpg
2052,"A curious youngster moves to Salem, where he struggles to fit in before awakening a trio of diabolical witches that were executed in the 17th century.",Hocus Pocus (1993),"https://m.media-amazon.com/images/M/MV5BMWUxNWI0YTYtY2RiZS00ZjNmLTg4ZGUtNDI0Mzk4NmQ5NWE5XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_UX182_CR0,0,182,268_AL_.jpg",2052.jpg
2053,"The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall.","Honey, I Blew Up the Kid (1992)","https://m.media-amazon.com/images/M/MV5BYTg0OTY1NjctYTdkNi00Zjg3LWIyMDYtY2NjZTczNGM3NmJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",2053.jpg
2054,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,"Honey, I Shrunk the Kids (1989)","https://m.media-amazon.com/images/M/MV5BOTQ1NTg4MDAtOGU0OS00ZGQwLTliZjQtNDEzZjAzZGI5MjFjXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",2054.jpg
2055,This saga of the old west involves twin brothers who compete for possession of a rickety cow town founded by their father while a crooked Mayor tries to put an end to the competitors so he can inherit the town himself.,Hot Lead and Cold Feet (1978),"https://m.media-amazon.com/images/M/MV5BN2ZmMWQyOWUtMzFjYi00ODAwLThlZWQtZTY4NzYzYWUwNDliXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX182_CR0,0,182,268_AL_.jpg",2055.jpg
2056,"In 19th century England, young Mary Grant and her brother, Robert, embark on a dangerous quest to find their missing father, a sea captain who vanished somewhere along the Chilean coast.",In Search of the Castaways (1962),"https://m.media-amazon.com/images/M/MV5BZDc1OTllMTUtMWJjMC00MjExLWJhNGMtOTU4NmE5YmM4YzgzXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_UX182_CR0,0,182,268_AL_.jpg",2056.jpg
2057,"The story of three pets, a cat and two dogs, who lose their owners when they are all on vacation. Can they find their way home?","Incredible Journey, The (1963)","https://m.media-amazon.com/images/M/MV5BZjQzOWY0MjktYjFjMS00MzY5LWJjMjItYmNlN2IwOTk3ZTQxXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_UX182_CR0,0,182,268_AL_.jpg",2057.jpg
2058,"In a desperate attempt to prove his innocence, a skilled police negotiator accused of corruption and murder takes hostages in a government office to gain the time he needs to find the truth.","Negotiator, The (1998)","https://m.media-amazon.com/images/M/MV5BOGE1YTI2NjItNDAyYy00YzI3LTlmNDUtYWU0ZmFlNWE3N2ViL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",2058.jpg
